ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERDATE,PRODUCTLINE,CITY,COUNTRY,DEALSIZE,TOTAL_SALES
10122,28,100.0,2003-05-08,Classic Cars,Marseille,France,Medium,2800.0
10135,31,100.0,2003-07-02,Classic Cars,San Rafael,USA,Medium,3100.0
10146,29,100.0,2003-09-03,Classic Cars,Glendale,USA,Medium,2900.0
10159,32,100.0,2003-10-10,Classic Cars,San Francisco,USA,Medium,3200.0
10169,33,100.0,2003-11-04,Classic Cars,North Sydney,Australia,Medium,3300.0
10180,44,100.0,2003-11-11,Classic Cars,Lille,France,Medium,4400.0
10191,32,100.0,2003-11-20,Classic Cars,Koln,Germany,Medium,3200.0
10211,41,100.0,2004-01-15,Classic Cars,Paris,France,Medium,4100.0
10225,35,100.0,2004-02-22,Classic Cars,Gensve,Switzerland,Medium,3500.0
10238,44,100.0,2004-04-09,Classic Cars,Kobenhavn,Denmark,Medium,4400.0
10252,26,100.0,2004-05-26,Classic Cars,Paris,France,Medium,2600.0
10264,20,100.0,2004-06-30,Classic Cars,Boston,USA,Small,2000.0
10276,48,100.0,2004-08-02,Classic Cars,Brickhaven,USA,Medium,4800.0
10287,34,100.0,2004-08-30,Classic Cars,Gensve,Switzerland,Medium,3400.0
10299,49,100.0,2004-09-30,Classic Cars,Helsinki,Finland,Large,4900.0
10310,40,100.0,2004-10-16,Classic Cars,Koln,Germany,Medium,4000.0
10319,45,100.0,2004-11-03,Classic Cars,NYC,USA,Large,4500.0
10330,50,100.0,2004-11-16,Classic Cars,Makati City,Philippines,Medium,5000.0
10342,38,100.0,2004-11-24,Classic Cars,Melbourne,Australia,Medium,3800.0
10355,25,100.0,2004-12-07,Classic Cars,Madrid,Spain,Medium,2500.0
10363,28,58.18,2005-01-06,Classic Cars,Espoo,Finland,Small,1629.04
10378,49,67.14,2005-02-10,Classic Cars,Madrid,Spain,Medium,3289.86
10390,49,100.0,2005-03-04,Classic Cars,San Rafael,USA,Medium,4900.0
10110,42,61.29,2003-03-18,Classic Cars,Manchester,UK,Small,2574.18
10124,23,57.73,2003-05-21,Classic Cars,Las Vegas,USA,Small,1327.79
10148,29,81.25,2003-09-11,Classic Cars,North Sydney,Australia,Small,2356.25
10161,25,80.54,2003-10-17,Classic Cars,Aaarhus,Denmark,Small,2013.5000000000002
10173,39,71.98,2003-11-05,Classic Cars,Bergamo,Italy,Small,2807.2200000000003
10182,44,69.84,2003-11-12,Classic Cars,San Rafael,USA,Medium,3072.96
10193,25,76.26,2003-11-21,Classic Cars,Glen Waverly,Australia,Small,1906.5000000000002
10204,45,76.26,2003-12-02,Classic Cars,NYC,USA,Medium,3431.7000000000003
10213,25,83.39,2004-01-22,Classic Cars,London,UK,Small,2084.75
10227,37,57.73,2004-03-02,Classic Cars,Lyon,France,Small,2136.0099999999998
10241,30,66.99,2004-04-13,Classic Cars,Strasbourg,France,Small,2009.6999999999998
10267,36,75.55,2004-07-07,Classic Cars,NYC,USA,Small,2719.7999999999997
10279,26,60.58,2004-08-09,Classic Cars,Madrid,Spain,Small,1575.08
10288,23,73.41,2004-09-01,Classic Cars,Singapore,Singapore,Small,1688.4299999999998
10302,23,72.7,2003-10-06,Classic Cars,Liverpool,UK,Small,1672.1000000000001
10311,25,66.99,2004-10-16,Classic Cars,Madrid,Spain,Small,1674.7499999999998
10332,21,100.0,2004-11-17,Classic Cars,Manchester,UK,Medium,2100.0
10344,26,63.43,2004-11-25,Classic Cars,Marseille,France,Small,1649.18
10367,44,85.25,2005-01-12,Classic Cars,Pasadena,USA,Medium,3751.0
10380,24,100.0,2005-02-16,Classic Cars,Madrid,Spain,Medium,2400.0
10407,66,66.99,2005-04-22,Classic Cars,San Jose,USA,Medium,4421.339999999999
10420,36,57.73,2005-05-29,Classic Cars,Chatswood,Australia,Small,2078.2799999999997
10110,36,85.25,2003-03-18,Classic Cars,Manchester,UK,Medium,3069.0
10124,22,77.9,2003-05-21,Classic Cars,Las Vegas,USA,Small,1713.8000000000002
10148,25,60.26,2003-09-11,Classic Cars,North Sydney,Australia,Small,1506.5
10161,37,72.76,2003-10-17,Classic Cars,Aaarhus,Denmark,Small,2692.1200000000003
10172,32,75.69,2003-11-05,Classic Cars,Bridgewater,USA,Small,2422.08
10182,47,74.22,2003-11-12,Classic Cars,San Rafael,USA,Medium,3488.34
10192,37,69.82,2003-11-20,Classic Cars,Nashua,USA,Small,2583.3399999999997
10204,20,62.47,2003-12-02,Classic Cars,NYC,USA,Small,1249.4
10212,41,82.31,2004-01-16,Classic Cars,Madrid,Spain,Medium,3374.71
10226,21,60.26,2004-02-26,Classic Cars,San Diego,USA,Small,1265.46
10241,22,76.43,2004-04-13,Classic Cars,Strasbourg,France,Small,1681.46
10267,40,80.1,2004-07-07,Classic Cars,NYC,USA,Medium,3204.0
10279,32,74.96,2004-08-09,Classic Cars,Madrid,Spain,Small,2398.72
10288,36,66.14,2004-09-01,Classic Cars,Singapore,Singapore,Small,2381.04
10301,27,72.02,2003-10-05,Classic Cars,Oslo,Norway,Small,1944.54
10311,26,87.45,2004-10-16,Classic Cars,Madrid,Spain,Small,2273.7000000000003
10321,30,70.55,2004-11-04,Classic Cars,New Bedford,USA,Small,2116.5
10332,23,56.84,2004-11-17,Classic Cars,Manchester,UK,Small,1307.3200000000002
10344,29,59.53,2004-11-25,Classic Cars,Marseille,France,Small,1726.3700000000001
10367,21,60.37,2005-01-12,Classic Cars,Pasadena,USA,Small,1267.77
10380,34,100.0,2005-02-16,Classic Cars,Madrid,Spain,Medium,3400.0
10407,26,76.43,2005-04-22,Classic Cars,San Jose,USA,Small,1987.1800000000003
10420,60,64.67,2005-05-29,Classic Cars,Chatswood,Australia,Medium,3880.2000000000003
10104,35,55.49,2003-01-31,Classic Cars,Madrid,Spain,Small,1942.15
10115,47,69.36,2003-04-04,Classic Cars,NYC,USA,Medium,3259.92
10127,20,60.69,2003-06-03,Classic Cars,NYC,USA,Small,1213.8
10141,20,54.33,2003-08-01,Classic Cars,Espoo,Finland,Small,1086.6
10152,25,65.31,2003-09-25,Classic Cars,South Brisbane,Australia,Small,1632.75
10165,25,69.36,2003-10-22,Classic Cars,Singapore,Singapore,Small,1734.0
10176,27,68.78,2003-11-06,Classic Cars,Reggio Emilia,Italy,Small,1857.06
10184,31,60.11,2003-11-14,Classic Cars,Sevilla,Spain,Small,1863.41
10195,44,66.47,2003-11-25,Classic Cars,White Plains,USA,Small,2924.68
10207,49,46.82,2003-12-09,Classic Cars,Boston,USA,Small,2294.18
10220,26,56.07,2004-02-12,Classic Cars,Dublin,Ireland,Small,1457.82
10230,36,54.33,2004-03-15,Classic Cars,Frankfurt,Germany,Small,1955.8799999999999
10246,44,52.6,2004-05-05,Classic Cars,Madrid,Spain,Small,2314.4
10259,28,46.82,2004-06-15,Classic Cars,Singapore,Singapore,Small,1310.96
10271,45,64.74,2004-07-20,Classic Cars,San Rafael,USA,Small,2913.2999999999997
10282,29,46.82,2004-08-20,Classic Cars,San Rafael,USA,Small,1357.78
10292,40,53.75,2004-09-08,Classic Cars,NYC,USA,Small,2150.0
10305,45,61.85,2004-10-13,Classic Cars,Cambridge,USA,Small,2783.25
10314,44,53.18,2004-10-22,Classic Cars,Aaarhus,Denmark,Small,2339.92
10324,25,69.16,2004-11-05,Classic Cars,NYC,USA,Small,1729.0
10336,45,100.0,2004-11-20,Classic Cars,Paris,France,Medium,4500.0
10349,48,47.4,2004-12-01,Classic Cars,NYC,USA,Small,2275.2
10358,44,60.76,2004-12-10,Classic Cars,Madrid,Spain,Small,2673.44
10371,25,97.27,2005-01-23,Classic Cars,San Rafael,USA,Small,2431.75
10383,22,91.76,2005-02-22,Classic Cars,Madrid,Spain,Small,2018.72
10394,31,50.29,2005-03-15,Classic Cars,Madrid,Spain,Small,1558.99
10412,21,52.6,2005-05-03,Classic Cars,Madrid,Spain,Small,1104.6000000000001
10425,55,46.82,2005-05-31,Classic Cars,Nantes,France,Small,2575.1
10107,25,100.0,2003-02-24,Motorcycles,NYC,USA,Small,2500.0
10120,35,98.05,2003-04-29,Motorcycles,Melbourne,Australia,Medium,3431.75
10134,35,93.54,2003-07-01,Motorcycles,Paris,France,Medium,3273.9
10145,43,95.8,2003-08-25,Motorcycles,Pasadena,USA,Medium,4119.4
10159,44,100.0,2003-10-10,Motorcycles,San Francisco,USA,Medium,4400.0
10168,50,100.0,2003-10-28,Motorcycles,Burlingame,USA,Medium,5000.0
10180,48,100.0,2003-11-11,Motorcycles,Lille,France,Medium,4800.0
10188,25,100.0,2003-11-18,Motorcycles,Bergen,Norway,Small,2500.0
10201,39,100.0,2003-12-01,Motorcycles,San Francisco,USA,Medium,3900.0
10211,25,90.16,2004-01-15,Motorcycles,Paris,France,Small,2254.0
10223,32,91.29,2004-02-20,Motorcycles,Melbourne,Australia,Small,2921.28
10237,20,100.0,2004-04-05,Motorcycles,NYC,USA,Small,2000.0
10251,26,100.0,2004-05-18,Motorcycles,Newark,USA,Small,2600.0
10263,42,100.0,2004-06-28,Motorcycles,Bridgewater,USA,Medium,4200.0
10275,21,100.0,2004-07-23,Motorcycles,Nantes,France,Small,2100.0
10285,34,100.0,2004-08-27,Motorcycles,Cambridge,USA,Medium,3400.0
10299,47,100.0,2004-09-30,Motorcycles,Helsinki,Finland,Medium,4700.0
10309,21,100.0,2004-10-15,Motorcycles,Stavern,Norway,Small,2100.0
10318,48,100.0,2004-11-02,Motorcycles,Allentown,USA,Medium,4800.0
10329,30,87.78,2004-11-15,Motorcycles,NYC,USA,Small,2633.4
10339,27,84.39,2004-11-23,Motorcycles,Minato-ku,Japan,Small,2278.53
10362,50,96.92,2005-01-05,Motorcycles,Burlingame,USA,Medium,4846.0
10374,38,100.0,2005-02-02,Motorcycles,South Brisbane,Australia,Medium,3800.0
10389,45,100.0,2005-03-03,Motorcycles,Boras,Sweden,Medium,4500.0
10403,46,100.0,2005-04-08,Motorcycles,Liverpool,UK,Medium,4600.0
10417,35,100.0,2005-05-13,Motorcycles,Madrid,Spain,Medium,3500.0
10110,29,59.37,2003-03-18,Classic Cars,Manchester,UK,Small,1721.73
10123,50,59.87,2003-05-20,Classic Cars,Nantes,France,Small,2993.5
10137,26,49.81,2003-07-10,Classic Cars,Reims,France,Small,1295.06
10148,47,56.85,2003-09-11,Classic Cars,North Sydney,Australia,Small,2671.9500000000003
10161,23,53.33,2003-10-17,Classic Cars,Aaarhus,Denmark,Small,1226.59
10172,34,42.76,2003-11-05,Classic Cars,Bridgewater,USA,Small,1453.84
10181,34,53.83,2003-11-12,Classic Cars,Bergen,Norway,Small,1830.22
10192,47,53.83,2003-11-20,Classic Cars,Nashua,USA,Small,2530.0099999999998
10204,45,49.81,2003-12-02,Classic Cars,NYC,USA,Small,2241.4500000000003
10212,45,53.33,2004-01-16,Classic Cars,Madrid,Spain,Small,2399.85
10226,36,43.27,2004-02-26,Classic Cars,San Diego,USA,Small,1557.72
10241,21,40.25,2004-04-13,Classic Cars,Strasbourg,France,Small,845.25
10266,28,48.3,2004-07-06,Classic Cars,Reggio Emilia,Italy,Small,1352.3999999999999
10278,35,45.28,2004-08-06,Classic Cars,Las Vegas,USA,Small,1584.8
10288,50,52.32,2004-09-01,Classic Cars,Singapore,Singapore,Small,2616.0
10301,22,51.32,2003-10-05,Classic Cars,Oslo,Norway,Small,1129.04
10311,45,49.3,2004-10-16,Classic Cars,Madrid,Spain,Small,2218.5
10321,48,42.26,2004-11-04,Classic Cars,New Bedford,USA,Small,2028.48
10332,20,87.96,2004-11-17,Classic Cars,Manchester,UK,Small,1759.1999999999998
10343,27,36.21,2004-11-24,Classic Cars,Reims,France,Small,977.6700000000001
10367,38,38.5,2005-01-12,Classic Cars,Pasadena,USA,Small,1463.0
10379,32,100.0,2005-02-10,Classic Cars,Madrid,Spain,Medium,3200.0
10407,64,40.25,2005-04-22,Classic Cars,San Jose,USA,Small,2576.0
10420,37,60.37,2005-05-29,Classic Cars,Chatswood,Australia,Small,2233.69
10106,28,88.63,2003-02-17,Planes,Bergamo,Italy,Small,2481.64
10120,39,100.0,2003-04-29,Planes,Melbourne,Australia,Medium,3900.0
10133,41,94.1,2003-06-27,Planes,Madrid,Spain,Medium,3858.1
10145,40,87.54,2003-08-25,Planes,Pasadena,USA,Medium,3501.6000000000004
10168,49,100.0,2003-10-28,Planes,Burlingame,USA,Medium,4900.0
10210,27,98.48,2004-01-12,Planes,Osaka,Japan,Small,2658.96
10223,34,100.0,2004-02-20,Planes,Melbourne,Australia,Medium,3400.0
10235,23,96.29,2004-04-02,Planes,Tsawassen,Canada,Small,2214.67
10250,31,88.63,2004-05-11,Planes,San Jose,USA,Small,2747.5299999999997
10262,34,97.38,2004-06-24,Planes,Madrid,Spain,Medium,3310.92
10275,25,95.2,2004-07-23,Planes,Nantes,France,Small,2380.0
10284,22,100.0,2004-08-21,Planes,Oslo,Norway,Small,2200.0
10297,32,100.0,2004-09-16,Planes,Dublin,Ireland,Medium,3200.0
10308,31,100.0,2004-10-15,Planes,White Plains,USA,Medium,3100.0
10316,25,100.0,2004-11-01,Planes,Cowes,UK,Small,2500.0
10328,47,87.54,2004-11-12,Planes,Bergamo,Italy,Medium,4114.38
10339,21,50.65,2004-11-23,Planes,Minato-ku,Japan,Small,1063.6499999999999
10353,28,71.73,2004-12-04,Planes,Glendale,USA,Small,2008.44
10374,46,94.1,2005-02-02,Planes,South Brisbane,Australia,Medium,4328.599999999999
10386,33,41.71,2005-03-01,Planes,Madrid,Spain,Small,1376.43
10398,43,100.0,2005-03-30,Planes,Reims,France,Medium,4300.0
10401,38,96.29,2005-04-03,Planes,Newark,USA,Medium,3659.0200000000004
10416,47,88.63,2005-05-10,Planes,Reggio Emilia,Italy,Medium,4165.61
10101,45,31.2,2003-01-09,Vintage Cars,Frankfurt,Germany,Small,1404.0
10110,20,35.51,2003-03-18,Vintage Cars,Manchester,UK,Small,710.1999999999999
10124,45,37.84,2003-05-21,Vintage Cars,Las Vegas,USA,Small,1702.8000000000002
10149,36,33.19,2003-09-12,Vintage Cars,Brisbane,USA,Small,1194.84
10162,37,27.22,2003-10-18,Vintage Cars,San Francisco,USA,Small,1007.14
10173,31,31.53,2003-11-05,Vintage Cars,Bergamo,Italy,Small,977.4300000000001
10182,39,36.84,2003-11-12,Vintage Cars,San Rafael,USA,Small,1436.7600000000002
10193,26,29.21,2003-11-21,Vintage Cars,Glen Waverly,Australia,Small,759.46
10205,32,37.17,2003-12-03,Vintage Cars,Madrid,Spain,Small,1189.44
10214,20,34.19,2004-01-26,Vintage Cars,Madrid,Spain,Small,683.8
10227,42,29.21,2004-03-02,Vintage Cars,Lyon,France,Small,1226.82
10243,33,29.54,2004-04-26,Vintage Cars,Boston,USA,Small,974.8199999999999
10280,20,28.88,2004-08-17,Vintage Cars,Torino,Italy,Small,577.6
10288,29,38.17,2004-09-01,Vintage Cars,Singapore,Singapore,Small,1106.93
10304,23,30.2,2004-10-11,Vintage Cars,Versailles,France,Small,694.6
10312,39,29.54,2004-10-21,Vintage Cars,San Rafael,USA,Small,1152.06
10322,20,100.0,2004-11-04,Vintage Cars,Nashua,USA,Small,2000.0
10332,45,81.91,2004-11-17,Vintage Cars,Manchester,UK,Medium,3685.95
10344,20,35.18,2004-11-25,Vintage Cars,Marseille,France,Small,703.6
10356,48,100.0,2004-12-09,Vintage Cars,Paris,France,Large,4800.0
10367,23,36.29,2005-01-12,Vintage Cars,Pasadena,USA,Small,834.67
10380,32,70.56,2005-02-16,Vintage Cars,Madrid,Spain,Small,2257.92
10391,33,100.0,2005-03-09,Vintage Cars,North Sydney,Australia,Large,3300.0
10409,61,29.54,2005-04-23,Vintage Cars,Singapore,Singapore,Small,1801.94
10420,45,26.88,2005-05-29,Vintage Cars,Chatswood,Australia,Small,1209.6
10107,38,83.03,2003-02-24,Motorcycles,NYC,USA,Medium,3155.14
10120,34,83.79,2003-04-29,Motorcycles,Melbourne,Australia,Small,2848.86
10134,43,83.03,2003-07-01,Motorcycles,Paris,France,Medium,3570.29
10145,47,83.03,2003-08-25,Motorcycles,Pasadena,USA,Medium,3902.41
10158,22,67.03,2003-10-10,Motorcycles,Stavern,Norway,Small,1474.66
10168,29,75.41,2003-10-28,Motorcycles,Burlingame,USA,Small,2186.89
10180,28,68.55,2003-11-11,Motorcycles,Lille,France,Small,1919.3999999999999
10188,40,91.4,2003-11-18,Motorcycles,Bergen,Norway,Medium,3656.0
10201,25,73.88,2003-12-01,Motorcycles,San Francisco,USA,Small,1847.0
10210,30,61.7,2004-01-12,Motorcycles,Osaka,Japan,Small,1851.0
10223,38,69.31,2004-02-20,Motorcycles,Melbourne,Australia,Small,2633.78
10236,36,87.6,2004-04-03,Motorcycles,Philadelphia,USA,Medium,3153.6
10250,32,87.6,2004-05-11,Motorcycles,San Jose,USA,Small,2803.2
10263,37,62.46,2004-06-28,Motorcycles,Bridgewater,USA,Small,2311.02
10275,30,79.98,2004-07-23,Motorcycles,Nantes,France,Small,2399.4
10285,39,70.08,2004-08-27,Motorcycles,Cambridge,USA,Small,2733.12
10297,32,65.51,2004-09-16,Motorcycles,Dublin,Ireland,Small,2096.32
10308,47,63.22,2004-10-15,Motorcycles,White Plains,USA,Small,2971.34
10318,26,86.83,2004-11-02,Motorcycles,Allentown,USA,Small,2257.58
10329,37,94.43,2004-11-15,Motorcycles,NYC,USA,Medium,3493.9100000000003
10340,55,79.98,2004-11-24,Motorcycles,Barcelona,Spain,Medium,4398.900000000001
10363,21,100.0,2005-01-06,Motorcycles,Espoo,Finland,Medium,2100.0
10375,23,100.0,2005-02-03,Motorcycles,Nantes,France,Small,2300.0
10389,49,81.4,2005-03-03,Motorcycles,Boras,Sweden,Medium,3988.6000000000004
10402,59,87.6,2005-04-07,Motorcycles,Paris,France,Medium,5168.4
10416,32,87.6,2005-05-10,Motorcycles,Reggio Emilia,Italy,Small,2803.2
10105,43,100.0,2003-02-11,Ships,Kobenhavn,Denmark,Medium,4300.0
10117,41,100.0,2003-04-16,Ships,Singapore,Singapore,Medium,4100.0
10129,45,100.0,2003-06-12,Ships,London,UK,Medium,4500.0
10142,33,100.0,2003-08-08,Ships,San Rafael,USA,Medium,3300.0
10153,40,100.0,2003-09-28,Ships,Madrid,Spain,Medium,4000.0
10167,33,100.0,2003-10-23,Ships,Boras,Sweden,Medium,3300.0
10177,50,100.0,2003-11-07,Ships,Madrid,Spain,Medium,5000.0
10185,30,100.0,2003-11-14,Ships,New Bedford,USA,Medium,3000.0
10197,41,100.0,2003-11-26,Ships,Barcelona,Spain,Medium,4100.0
10208,35,100.0,2004-01-02,Ships,Lyon,France,Medium,3500.0
10221,49,100.0,2004-02-18,Ships,Bruxelles,Belgium,Medium,4900.0
10232,46,100.0,2004-03-20,Ships,Cowes,UK,Medium,4600.0
10248,48,100.0,2004-05-07,Ships,NYC,USA,Medium,4800.0
10261,36,100.0,2004-06-17,Ships,Montreal,Canada,Medium,3600.0
10273,22,100.0,2004-07-21,Ships,Bruxelles,Belgium,Small,2200.0
10283,42,100.0,2004-08-20,Ships,Tsawassen,Canada,Medium,4200.0
10293,21,100.0,2004-09-09,Ships,Torino,Italy,Small,2100.0
10306,29,100.0,2004-10-14,Ships,Manchester,UK,Medium,2900.0
10315,35,100.0,2004-10-29,Ships,Nantes,France,Medium,3500.0
10326,41,100.0,2004-11-09,Ships,Lule,Sweden,Medium,4100.0
10337,29,71.97,2004-11-21,Ships,NYC,USA,Small,2087.13
10350,34,50.33,2004-12-02,Ships,Madrid,Spain,Small,1711.22
10372,37,100.0,2005-01-26,Ships,Minato-ku,Japan,Medium,3700.0
10384,28,80.54,2005-02-23,Ships,San Francisco,USA,Small,2255.1200000000003
10396,49,100.0,2005-03-23,Ships,San Rafael,USA,Medium,4900.0
10414,23,100.0,2005-05-06,Ships,Boston,USA,Medium,2300.0
10101,46,53.76,2003-01-09,Vintage Cars,Frankfurt,Germany,Small,2472.96
10110,39,44.35,2003-03-18,Vintage Cars,Manchester,UK,Small,1729.65
10124,22,45.25,2003-05-21,Vintage Cars,Las Vegas,USA,Small,995.5
10149,49,49.28,2003-09-12,Vintage Cars,Brisbane,USA,Small,2414.7200000000003
10162,43,36.29,2003-10-18,Vintage Cars,San Francisco,USA,Small,1560.47
10173,27,41.22,2003-11-05,Vintage Cars,Bergamo,Italy,Small,1112.94
10182,31,36.74,2003-11-12,Vintage Cars,San Rafael,USA,Small,1138.94
10193,20,50.62,2003-11-21,Vintage Cars,Glen Waverly,Australia,Small,1012.4
10205,24,38.08,2003-12-03,Vintage Cars,Madrid,Spain,Small,913.92
10214,49,47.94,2004-01-26,Vintage Cars,Madrid,Spain,Small,2349.06
10227,24,48.38,2004-03-02,Vintage Cars,Lyon,France,Small,1161.1200000000001
10244,39,45.25,2004-04-29,Vintage Cars,Madrid,Spain,Small,1764.75
10255,37,45.7,2004-06-04,Vintage Cars,Strasbourg,France,Small,1690.9
10280,45,47.49,2004-08-17,Vintage Cars,Torino,Italy,Small,2137.05
10289,45,48.38,2004-09-03,Vintage Cars,Bergen,Norway,Small,2177.1
10304,44,39.42,2004-10-11,Vintage Cars,Versailles,France,Small,1734.48
10312,23,37.63,2004-10-21,Vintage Cars,San Rafael,USA,Small,865.49
10322,30,100.0,2004-11-04,Vintage Cars,Nashua,USA,Medium,3000.0
10332,26,85.52,2004-11-17,Vintage Cars,Manchester,UK,Small,2223.52
10345,43,53.76,2004-11-25,Vintage Cars,Nantes,France,Small,2311.68
10356,26,31.86,2004-12-09,Vintage Cars,Paris,France,Small,828.36
10367,28,30.59,2005-01-12,Vintage Cars,Pasadena,USA,Small,856.52
10380,27,68.35,2005-02-16,Vintage Cars,Madrid,Spain,Small,1845.4499999999998
10391,24,100.0,2005-03-09,Vintage Cars,North Sydney,Australia,Medium,2400.0
10421,40,45.7,2005-05-29,Vintage Cars,San Rafael,USA,Small,1828.0
10103,36,100.0,2003-01-29,Trucks and Buses,Stavern,Norway,Medium,3600.0
10114,21,100.0,2003-04-01,Trucks and Buses,Paris,France,Small,2100.0
10126,27,100.0,2003-05-28,Trucks and Buses,Madrid,Spain,Medium,2700.0
10140,47,100.0,2003-07-24,Trucks and Buses,Burlingame,USA,Medium,4700.0
10151,42,100.0,2003-09-21,Trucks and Buses,Oulu,Finland,Medium,4200.0
10165,32,100.0,2003-10-22,Trucks and Buses,Singapore,Singapore,Medium,3200.0
10175,28,100.0,2003-11-06,Trucks and Buses,London,UK,Small,2800.0
10184,24,100.0,2003-11-14,Trucks and Buses,Sevilla,Spain,Medium,2400.0
10194,49,100.0,2003-11-25,Trucks and Buses,Lyon,France,Medium,4900.0
10207,46,100.0,2003-12-09,Trucks and Buses,Boston,USA,Medium,4600.0
10217,28,100.0,2004-02-04,Trucks and Buses,Singapore,Singapore,Medium,2800.0
10229,48,100.0,2004-03-11,Trucks and Buses,San Rafael,USA,Medium,4800.0
10246,29,100.0,2004-05-05,Trucks and Buses,Madrid,Spain,Medium,2900.0
10259,47,100.0,2004-06-15,Trucks and Buses,Singapore,Singapore,Medium,4700.0
10271,43,100.0,2004-07-20,Trucks and Buses,San Rafael,USA,Medium,4300.0
10281,25,100.0,2004-08-19,Trucks and Buses,Allentown,USA,Small,2500.0
10291,48,100.0,2004-09-08,Trucks and Buses,Boras,Sweden,Medium,4800.0
10305,24,100.0,2004-10-13,Trucks and Buses,Cambridge,USA,Medium,2400.0
10313,42,100.0,2004-10-22,Trucks and Buses,Vancouver,Canada,Medium,4200.0
10324,31,100.0,2004-11-05,Trucks and Buses,NYC,USA,Medium,3100.0
10334,42,100.0,2004-11-19,Trucks and Buses,Lule,Sweden,Medium,4200.0
10348,37,100.0,2004-11-01,Trucks and Buses,Madrid,Spain,Medium,3700.0
10358,41,100.0,2004-12-10,Trucks and Buses,Madrid,Spain,Medium,4100.0
10371,20,100.0,2005-01-23,Trucks and Buses,San Rafael,USA,Medium,2000.0
10382,20,100.0,2005-02-17,Trucks and Buses,San Rafael,USA,Small,2000.0
10412,70,100.0,2005-05-03,Trucks and Buses,Madrid,Spain,Large,7000.0
10425,49,100.0,2005-05-31,Trucks and Buses,Nantes,France,Medium,4900.0
10108,35,58.87,2003-03-03,Motorcycles,Makati City,Philippines,Small,2060.45
10121,32,76.88,2003-05-07,Motorcycles,Reims,France,Small,2460.16
10135,29,61.64,2003-07-02,Motorcycles,San Rafael,USA,Small,1787.56
10145,27,60.95,2003-08-25,Motorcycles,Pasadena,USA,Small,1645.65
10159,27,80.34,2003-10-10,Motorcycles,San Francisco,USA,Small,2169.1800000000003
10169,38,74.11,2003-11-04,Motorcycles,North Sydney,Australia,Small,2816.18
10180,35,72.03,2003-11-11,Motorcycles,Lille,France,Small,2521.05
10190,42,76.19,2003-11-19,Motorcycles,Madrid,Spain,Medium,3199.98
10211,21,63.72,2004-01-15,Motorcycles,Paris,France,Small,1338.12
10224,37,80.34,2004-02-21,Motorcycles,Lille,France,Small,2972.58
10237,26,79.65,2004-04-05,Motorcycles,NYC,USA,Small,2070.9
10252,47,65.8,2004-05-26,Motorcycles,Paris,France,Medium,3092.6
10264,37,65.1,2004-06-30,Motorcycles,Boston,USA,Small,2408.7
10276,46,75.49,2004-08-02,Motorcycles,Brickhaven,USA,Medium,3472.54
10285,38,59.56,2004-08-27,Motorcycles,Cambridge,USA,Small,2263.28
10299,33,66.49,2004-09-30,Motorcycles,Helsinki,Finland,Small,2194.1699999999996
10309,24,56.1,2004-10-15,Motorcycles,Stavern,Norway,Small,1346.4
10319,31,81.73,2004-11-03,Motorcycles,NYC,USA,Small,2533.63
10330,42,81.03,2004-11-16,Motorcycles,Makati City,Philippines,Medium,3403.26
10341,32,100.0,2004-11-24,Motorcycles,Salzburg,Austria,Medium,3200.0
10355,41,70.65,2004-12-07,Motorcycles,Madrid,Spain,Small,2896.65
10363,43,61.23,2005-01-06,Motorcycles,Espoo,Finland,Small,2632.89
10375,20,100.0,2005-02-03,Motorcycles,Nantes,France,Small,2000.0
10390,35,65.13,2005-03-04,Motorcycles,San Rafael,USA,Small,2279.5499999999997
10403,27,79.65,2005-04-08,Motorcycles,Liverpool,UK,Small,2150.55
10110,43,78.15,2003-03-18,Classic Cars,Manchester,UK,Medium,3360.4500000000003
10124,32,72.7,2003-05-21,Classic Cars,Las Vegas,USA,Small,2326.4
10148,21,73.6,2003-09-11,Classic Cars,North Sydney,Australia,Small,1545.6
10161,20,100.0,2003-10-17,Classic Cars,Aaarhus,Denmark,Small,2000.0
10172,22,74.51,2003-11-05,Classic Cars,Bridgewater,USA,Small,1639.22
10182,36,73.6,2003-11-12,Classic Cars,San Rafael,USA,Small,2649.6
10192,46,83.6,2003-11-20,Classic Cars,Nashua,USA,Medium,3845.6
10204,47,96.32,2003-12-02,Classic Cars,NYC,USA,Medium,4527.04
10212,45,88.14,2004-01-16,Classic Cars,Madrid,Spain,Medium,3966.3
10227,47,88.14,2004-03-02,Classic Cars,Lyon,France,Medium,4142.58
10241,47,94.5,2004-04-13,Classic Cars,Strasbourg,France,Medium,4441.5
10267,38,87.24,2004-07-07,Classic Cars,NYC,USA,Medium,3315.12
10279,49,79.97,2004-08-09,Classic Cars,Madrid,Spain,Medium,3918.5299999999997
10288,35,80.87,2004-09-01,Classic Cars,Singapore,Singapore,Small,2830.4500000000003
10302,49,100.0,2003-10-06,Classic Cars,Liverpool,UK,Medium,4900.0
10311,28,93.6,2004-10-16,Classic Cars,Madrid,Spain,Small,2620.7999999999997
10321,30,72.7,2004-11-04,Classic Cars,New Bedford,USA,Small,2181.0
10332,39,86.72,2004-11-17,Classic Cars,Manchester,UK,Medium,3382.08
10346,25,100.0,2004-11-29,Classic Cars,Las Vegas,USA,Small,2500.0
